Module,Gene,Probes,Module_gene,Function,Cluter,Cluster_location,position
M15.28,ELOVL1,1798123,M15.28_ELOVL1,Oxidative phosphorylation,A24,4,A24.4
M15.28,FBXW5,1701375,M15.28_FBXW5,Oxidative phosphorylation,A24,4,A24.4
M15.28,GANAB,1739441,M15.28_GANAB,Oxidative phosphorylation,A24,4,A24.4
M15.28,HSPC171,1700419,M15.28_HSPC171,Oxidative phosphorylation,A24,4,A24.4
M15.28,IDH3G,1802706,M15.28_IDH3G,Oxidative phosphorylation,A24,4,A24.4
M15.28,IRAK1,2379130,M15.28_IRAK1,Oxidative phosphorylation,A24,4,A24.4
M15.28,LOC148915,1776052,M15.28_LOC148915,Oxidative phosphorylation,A24,4,A24.4
M15.28,LOC339344,1704793,M15.28_LOC339344,Oxidative phosphorylation,A24,4,A24.4
M15.28,LOC440567,1718136,M15.28_LOC440567,Oxidative phosphorylation,A24,4,A24.4
M15.28,LOC51035,1812769,M15.28_LOC51035,Oxidative phosphorylation,A24,4,A24.4
M15.28,LOC653147,1720438,M15.28_LOC653147,Oxidative phosphorylation,A24,4,A24.4
M15.28,LOC730534,1689327,M15.28_LOC730534,Oxidative phosphorylation,A24,4,A24.4
M15.28,NDUFS5,1776104,M15.28_NDUFS5,Oxidative phosphorylation,A24,4,A24.4
M15.28,NUDT22,1743582,M15.28_NUDT22,Oxidative phosphorylation,A24,4,A24.4
M15.28,PITPNB,1809245,M15.28_PITPNB,Oxidative phosphorylation,A24,4,A24.4
M15.28,PRCC,1802843,M15.28_PRCC,Oxidative phosphorylation,A24,4,A24.4
M15.28,PSMB4,1737862,M15.28_PSMB4,Oxidative phosphorylation,A24,4,A24.4
M15.28,RABL4,1746492,M15.28_RABL4,Oxidative phosphorylation,A24,4,A24.4
M15.28,RIC8A,1770733,M15.28_RIC8A,Oxidative phosphorylation,A24,4,A24.4
M15.28,SDHC,2323366,M15.28_SDHC,Oxidative phosphorylation,A24,4,A24.4
M15.28,SLC25A3,1782890,M15.28_SLC25A3,Oxidative phosphorylation,A24,4,A24.4
M15.28,SLC35D2,1706571,M15.28_SLC35D2,Oxidative phosphorylation,A24,4,A24.4
M15.28,SNX17,1732810,M15.28_SNX17,Oxidative phosphorylation,A24,4,A24.4
M15.28,SURF1,1663407,M15.28_SURF1,Oxidative phosphorylation,A24,4,A24.4
M15.28,TRAPPC3,1751627,M15.28_TRAPPC3,Oxidative phosphorylation,A24,4,A24.4
M15.28,VPS26B,1736751,M15.28_VPS26B,Oxidative phosphorylation,A24,4,A24.4
M15.28,VPS4A,1708946,M15.28_VPS4A,Oxidative phosphorylation,A24,4,A24.4
M15.28,ZNHIT1,1741491,M15.28_ZNHIT1,Oxidative phosphorylation,A24,4,A24.4
M15.29,ATP1A1,2415189,M15.29_ATP1A1,Cell death,A1,31,A1.31
M15.29,ATP5D,1653599,M15.29_ATP5D,Cell death,A1,31,A1.31
M15.29,BIRC3,1776181,M15.29_BIRC3,Cell death,A1,31,A1.31
M15.29,CCDC109B,1801766,M15.29_CCDC109B,Cell death,A1,31,A1.31
M15.29,CEBPZ,1744147,M15.29_CEBPZ,Cell death,A1,31,A1.31
M15.29,CYB5B,1684321,M15.29_CYB5B,Cell death,A1,31,A1.31
M15.29,FAM113B,1712431,M15.29_FAM113B,Cell death,A1,31,A1.31
M15.29,GVIN1,1668526,M15.29_GVIN1,Cell death,A1,31,A1.31
M15.29,HDDC2,1753745,M15.29_HDDC2,Cell death,A1,31,A1.31
M15.29,HLA-DRB3,1717261,M15.29_HLA-DRB3,Cell death,A1,31,A1.31
M15.29,HLA-DRB6,2066066,M15.29_HLA-DRB6,Cell death,A1,31,A1.31
M15.29,HSPD1,2381397,M15.29_HSPD1,Cell death,A1,31,A1.31
M15.29,IRF8,1666594,M15.29_IRF8,Cell death,A1,31,A1.31
M15.29,LAT,2404625,M15.29_LAT,Cell death,A1,31,A1.31
M15.29,LOC387841,1674983,M15.29_LOC387841,Cell death,A1,31,A1.31
M15.29,LOC642817,1695034,M15.29_LOC642817,Cell death,A1,31,A1.31
M15.29,LOC643287,1677906,M15.29_LOC643287,Cell death,A1,31,A1.31
M15.29,LOC645385,1720745,M15.29_LOC645385,Cell death,A1,31,A1.31
M15.29,LOC648210,1715947,M15.29_LOC648210,Cell death,A1,31,A1.31
M15.29,LOC650369,1683664,M15.29_LOC650369,Cell death,A1,31,A1.31
M15.29,MGC3207,1732089,M15.29_MGC3207,Cell death,A1,31,A1.31
M15.29,NAPSB,2109416,M15.29_NAPSB,Cell death,A1,31,A1.31
M15.29,NOL5A,2044832,M15.29_NOL5A,Cell death,A1,31,A1.31
M15.29,NUP88,1734826,M15.29_NUP88,Cell death,A1,31,A1.31
M15.29,PARP1,1686871,M15.29_PARP1,Cell death,A1,31,A1.31
M15.29,PIK3IP1,1719986,M15.29_PIK3IP1,Cell death,A1,31,A1.31
M15.29,RALGDS,1699856,M15.29_RALGDS,Cell death,A1,31,A1.31
M15.29,RWDD1,2316806,M15.29_RWDD1,Cell death,A1,31,A1.31
M15.29,SNRPB,1799103,M15.29_SNRPB,Cell death,A1,31,A1.31
M15.29,SNRPN,2372082,M15.29_SNRPN,Cell death,A1,31,A1.31
M15.29,SSBP1,1809478,M15.29_SSBP1,Cell death,A1,31,A1.31
M15.29,SUMF2,2345872,M15.29_SUMF2,Cell death,A1,31,A1.31
M15.29,UBE2Q2,1683817,M15.29_UBE2Q2,Cell death,A1,31,A1.31
M15.29,WDR6,1669484,M15.29_WDR6,Cell death,A1,31,A1.31
M15.29,WDR82,1679655,M15.29_WDR82,Cell death,A1,31,A1.31
M15.30,ATP11B,1658884,M15.30_ATP11B,TBD,A32,21,A32.21
M15.30,CARD8,2192281,M15.30_CARD8,TBD,A32,21,A32.21
M15.30,DAPK1,1708340,M15.30_DAPK1,TBD,A32,21,A32.21
M15.30,EEPD1,1811616,M15.30_EEPD1,TBD,A32,21,A32.21
M15.30,FBXO34,1765060,M15.30_FBXO34,TBD,A32,21,A32.21
M15.30,FOXN2,1736510,M15.30_FOXN2,TBD,A32,21,A32.21
M15.30,GMCL1,2194627,M15.30_GMCL1,TBD,A32,21,A32.21
M15.30,HERC4,1770665,M15.30_HERC4,TBD,A32,21,A32.21
M15.30,HS.46506,1880425,M15.30_HS.46506,TBD,A32,21,A32.21
M15.30,HS.535028,1886493,M15.30_HS.535028,TBD,A32,21,A32.21
M15.30,IQSEC1,1808299,M15.30_IQSEC1,TBD,A32,21,A32.21
M15.30,KIAA1429,1813635,M15.30_KIAA1429,TBD,A32,21,A32.21
M15.30,KIAA2026,2106227,M15.30_KIAA2026,TBD,A32,21,A32.21
M15.30,KLF6,1737406,M15.30_KLF6,TBD,A32,21,A32.21
M15.30,KLHL12,1676075,M15.30_KLHL12,TBD,A32,21,A32.21
M15.30,MBP,1672660,M15.30_MBP,TBD,A32,21,A32.21
M15.30,MED23,1674506,M15.30_MED23,TBD,A32,21,A32.21
M15.30,P15RS,1764207,M15.30_P15RS,TBD,A32,21,A32.21
M15.30,PRKAB1,1793522,M15.30_PRKAB1,TBD,A32,21,A32.21
M15.30,RGS14,1696828,M15.30_RGS14,TBD,A32,21,A32.21
M15.30,SENP2,1801121,M15.30_SENP2,TBD,A32,21,A32.21
M15.30,SETD8,1651936,M15.30_SETD8,TBD,A32,21,A32.21
M15.30,SFRS17A,1807737,M15.30_SFRS17A,TBD,A32,21,A32.21
M15.30,SNX16,1787415,M15.30_SNX16,TBD,A32,21,A32.21
M15.30,STAG1,2151048,M15.30_STAG1,TBD,A32,21,A32.21
M15.30,TGFBR2,2384241,M15.30_TGFBR2,TBD,A32,21,A32.21
M15.30,TMEM55B,1770742,M15.30_TMEM55B,TBD,A32,21,A32.21
M15.30,TRIM27,1655482,M15.30_TRIM27,TBD,A32,21,A32.21
M15.30,TRIM33,2351930,M15.30_TRIM33,TBD,A32,21,A32.21
M15.30,VAV3,1657679,M15.30_VAV3,TBD,A32,21,A32.21
M15.30,WDR37,1796464,M15.30_WDR37,TBD,A32,21,A32.21
M15.30,WDR44,1704621,M15.30_WDR44,TBD,A32,21,A32.21
M15.30,ZNF200,1809951,M15.30_ZNF200,TBD,A32,21,A32.21
M15.30,ZNF650,2171640,M15.30_ZNF650,TBD,A32,21,A32.21
M15.30,ZNF701,1743067,M15.30_ZNF701,TBD,A32,21,A32.21
M15.30,ZXDC,1743643,M15.30_ZXDC,TBD,A32,21,A32.21
M15.31,ACP1,1669633,M15.31_ACP1,Protein modification,A2,10,A2.10
M15.31,ADK,2358626,M15.31_ADK,Protein modification,A2,10,A2.10
M15.31,C1ORF41,1681340,M15.31_C1ORF41,Protein modification,A2,10,A2.10
M15.31,CBLB,1685580,M15.31_CBLB,Protein modification,A2,10,A2.10
M15.31,CCBL2,1778371,M15.31_CCBL2,Protein modification,A2,10,A2.10
M15.31,CCT7,1703718,M15.31_CCT7,Protein modification,A2,10,A2.10
M15.31,CLEC2D,1711702,M15.31_CLEC2D,Protein modification,A2,10,A2.10
M15.31,CSE1L,1706238,M15.31_CSE1L,Protein modification,A2,10,A2.10
M15.31,CYB5A,1714167,M15.31_CYB5A,Protein modification,A2,10,A2.10
M15.31,EDG1,1653504,M15.31_EDG1,Protein modification,A2,10,A2.10
M15.31,EIF1AX,1813240,M15.31_EIF1AX,Protein modification,A2,10,A2.10
M15.31,ERCC1,2377496,M15.31_ERCC1,Protein modification,A2,10,A2.10
M15.31,EXOSC1,1677483,M15.31_EXOSC1,Protein modification,A2,10,A2.10
M15.31,FAM82C,1727309,M15.31_FAM82C,Protein modification,A2,10,A2.10
M15.31,GOT2,1801348,M15.31_GOT2,Protein modification,A2,10,A2.10
M15.31,HNRPH1,2101920,M15.31_HNRPH1,Protein modification,A2,10,A2.10
M15.31,HVCN1,1815168,M15.31_HVCN1,Protein modification,A2,10,A2.10
M15.31,ID3,1732296,M15.31_ID3,Protein modification,A2,10,A2.10
M15.31,KIAA0831,1678808,M15.31_KIAA0831,Protein modification,A2,10,A2.10
M15.31,LOC346950,1786359,M15.31_LOC346950,Protein modification,A2,10,A2.10
M15.31,MRPL21,1744835,M15.31_MRPL21,Protein modification,A2,10,A2.10
M15.31,MRPL55,2348090,M15.31_MRPL55,Protein modification,A2,10,A2.10
M15.31,NUCB2,1655913,M15.31_NUCB2,Protein modification,A2,10,A2.10
M15.31,PCMTD2,1767848,M15.31_PCMTD2,Protein modification,A2,10,A2.10
M15.31,PCNA,1694177,M15.31_PCNA,Protein modification,A2,10,A2.10
M15.31,PHB2,1696087,M15.31_PHB2,Protein modification,A2,10,A2.10
M15.31,PPP3CC,1690546,M15.31_PPP3CC,Protein modification,A2,10,A2.10
M15.31,REV1,2395474,M15.31_REV1,Protein modification,A2,10,A2.10
M15.31,RRM1,1771593,M15.31_RRM1,Protein modification,A2,10,A2.10
M15.31,SESN1,1800626,M15.31_SESN1,Protein modification,A2,10,A2.10
M15.31,SYPL1,1764087,M15.31_SYPL1,Protein modification,A2,10,A2.10
M15.31,TIMM23,1664231,M15.31_TIMM23,Protein modification,A2,10,A2.10
M15.31,USP5,1671494,M15.31_USP5,Protein modification,A2,10,A2.10
M15.31,XRCC6,1743097,M15.31_XRCC6,Protein modification,A2,10,A2.10
M15.31,ZSCAN18,1654946,M15.31_ZSCAN18,Protein modification,A2,10,A2.10
M15.32,ADNP,1666019,M15.32_ADNP,TBD,A29,7,A29.7
M15.32,ANKRD44,1755049,M15.32_ANKRD44,TBD,A29,7,A29.7
M15.32,C21ORF81,1793572,M15.32_C21ORF81,TBD,A29,7,A29.7
M15.32,C6ORF204,2270100,M15.32_C6ORF204,TBD,A29,7,A29.7
M15.32,C8ORF70,2057981,M15.32_C8ORF70,TBD,A29,7,A29.7
M15.32,CXORF34,1779663,M15.32_CXORF34,TBD,A29,7,A29.7
M15.32,EXOC4,2394750,M15.32_EXOC4,TBD,A29,7,A29.7
M15.32,FYTTD1,1683786,M15.32_FYTTD1,TBD,A29,7,A29.7
M15.32,GOLGA8A,1712469,M15.32_GOLGA8A,TBD,A29,7,A29.7
M15.32,GPR89B,1804539,M15.32_GPR89B,TBD,A29,7,A29.7
M15.32,GUSBL2,1657288,M15.32_GUSBL2,TBD,A29,7,A29.7
M15.32,HOOK1,1741406,M15.32_HOOK1,TBD,A29,7,A29.7
M15.32,HS.145444,1820295,M15.32_HS.145444,TBD,A29,7,A29.7
M15.32,HS.534437,1821270,M15.32_HS.534437,TBD,A29,7,A29.7
M15.32,HS.545615,1881526,M15.32_HS.545615,TBD,A29,7,A29.7
M15.32,HS.555252,1818149,M15.32_HS.555252,TBD,A29,7,A29.7
M15.32,KLF12,1797375,M15.32_KLF12,TBD,A29,7,A29.7
M15.32,LARP2,1765212,M15.32_LARP2,TBD,A29,7,A29.7
M15.32,LOC153684,1782753,M15.32_LOC153684,TBD,A29,7,A29.7
M15.32,LOC652726,1667932,M15.32_LOC652726,TBD,A29,7,A29.7
M15.32,LOC653080,1660343,M15.32_LOC653080,TBD,A29,7,A29.7
M15.32,LOC653598,1699575,M15.32_LOC653598,TBD,A29,7,A29.7
M15.32,LOC728411,1770498,M15.32_LOC728411,TBD,A29,7,A29.7
M15.32,LOC732450,1724017,M15.32_LOC732450,TBD,A29,7,A29.7
M15.32,LOC92017,1670539,M15.32_LOC92017,TBD,A29,7,A29.7
M15.32,MGC52498,1677186,M15.32_MGC52498,TBD,A29,7,A29.7
M15.32,NFATC2IP,1725441,M15.32_NFATC2IP,TBD,A29,7,A29.7
M15.32,NR2C1,2326675,M15.32_NR2C1,TBD,A29,7,A29.7
M15.32,PTCD2,1677221,M15.32_PTCD2,TBD,A29,7,A29.7
M15.32,SFRS14,1689007,M15.32_SFRS14,TBD,A29,7,A29.7
M15.32,SLFN13,2215862,M15.32_SLFN13,TBD,A29,7,A29.7
M15.32,SMA4,2133534,M15.32_SMA4,TBD,A29,7,A29.7
M15.32,ZNF451,1753567,M15.32_ZNF451,TBD,A29,7,A29.7
M15.32,ZNF514,2215211,M15.32_ZNF514,TBD,A29,7,A29.7
M15.32,ZNF573,1658080,M15.32_ZNF573,TBD,A29,7,A29.7
M15.32,ZNF763,1727183,M15.32_ZNF763,TBD,A29,7,A29.7
M15.33,ALDH3A2,1794825,M15.33_ALDH3A2,T cells,A1,27,A1.27
M15.33,BCL11A,2255133,M15.33_BCL11A,T cells,A1,27,A1.27
M15.33,C1ORF57,1657446,M15.33_C1ORF57,T cells,A1,27,A1.27
M15.33,C21ORF57,2411127,M15.33_C21ORF57,T cells,A1,27,A1.27
M15.33,C5ORF13,1680738,M15.33_C5ORF13,T cells,A1,27,A1.27
M15.33,C9ORF80,1688621,M15.33_C9ORF80,T cells,A1,27,A1.27
M15.33,CSTF3,1762002,M15.33_CSTF3,T cells,A1,27,A1.27
M15.33,DYRK2,1794588,M15.33_DYRK2,T cells,A1,27,A1.27
M15.33,FAM134B,2387952,M15.33_FAM134B,T cells,A1,27,A1.27
M15.33,FVT1,2154052,M15.33_FVT1,T cells,A1,27,A1.27
M15.33,ICOS,1669927,M15.33_ICOS,T cells,A1,27,A1.27
M15.33,IDUA,1703041,M15.33_IDUA,T cells,A1,27,A1.27
M15.33,KIAA1737,2097858,M15.33_KIAA1737,T cells,A1,27,A1.27
M15.33,LOC653884,1658460,M15.33_LOC653884,T cells,A1,27,A1.27
M15.33,LOC728014,1812721,M15.33_LOC728014,T cells,A1,27,A1.27
M15.33,MCM3,1806818,M15.33_MCM3,T cells,A1,27,A1.27
M15.33,MRPS17,1804851,M15.33_MRPS17,T cells,A1,27,A1.27
M15.33,NCAPD2,1775008,M15.33_NCAPD2,T cells,A1,27,A1.27
M15.33,NMD3,2232430,M15.33_NMD3,T cells,A1,27,A1.27
M15.33,NUP210,1784467,M15.33_NUP210,T cells,A1,27,A1.27
M15.33,OSBPL7,1720865,M15.33_OSBPL7,T cells,A1,27,A1.27
M15.33,P2RY10,2321578,M15.33_P2RY10,T cells,A1,27,A1.27
M15.33,PLCXD1,1747451,M15.33_PLCXD1,T cells,A1,27,A1.27
M15.33,POP5,1687864,M15.33_POP5,T cells,A1,27,A1.27
M15.33,PRPS2,2399431,M15.33_PRPS2,T cells,A1,27,A1.27
M15.33,RFC4,1724489,M15.33_RFC4,T cells,A1,27,A1.27
M15.33,SEC62,1762003,M15.33_SEC62,T cells,A1,27,A1.27
M15.33,SETD1A,1714327,M15.33_SETD1A,T cells,A1,27,A1.27
M15.33,TATDN1,1701058,M15.33_TATDN1,T cells,A1,27,A1.27
M15.33,TCEAL8,2402272,M15.33_TCEAL8,T cells,A1,27,A1.27
M15.33,TMEM103,1708382,M15.33_TMEM103,T cells,A1,27,A1.27
M15.33,TMEM106C,1692511,M15.33_TMEM106C,T cells,A1,27,A1.27
M15.33,ZNF329,1689059,M15.33_ZNF329,T cells,A1,27,A1.27
M15.33,ZNF395,1772876,M15.33_ZNF395,T cells,A1,27,A1.27
M15.33,ZNF439,1792972,M15.33_ZNF439,T cells,A1,27,A1.27
M15.34,ANAPC5,1723177,M15.34_ANAPC5,T cells,A6,13,A6.13
M15.34,APEH,1718023,M15.34_APEH,T cells,A6,13,A6.13
M15.34,BRF2,1665554,M15.34_BRF2,T cells,A6,13,A6.13
M15.34,C14ORF102,2374076,M15.34_C14ORF102,T cells,A6,13,A6.13
M15.34,C19ORF25,1655225,M15.34_C19ORF25,T cells,A6,13,A6.13
M15.34,CCDC97,1801600,M15.34_CCDC97,T cells,A6,13,A6.13
M15.34,CD1D,1719433,M15.34_CD1D,T cells,A6,13,A6.13
M15.34,CHD4,1658411,M15.34_CHD4,T cells,A6,13,A6.13
M15.34,CNOT10,2078334,M15.34_CNOT10,T cells,A6,13,A6.13
M15.34,CRAMP1L,1660551,M15.34_CRAMP1L,T cells,A6,13,A6.13
M15.34,DAXX,1708077,M15.34_DAXX,T cells,A6,13,A6.13
M15.34,EIF2C1,1671326,M15.34_EIF2C1,T cells,A6,13,A6.13
M15.34,GPATCH3,1686929,M15.34_GPATCH3,T cells,A6,13,A6.13
M15.34,HDAC6,1798546,M15.34_HDAC6,T cells,A6,13,A6.13
M15.34,HSP90AB1,1673711,M15.34_HSP90AB1,T cells,A6,13,A6.13
M15.34,IL16,1813572,M15.34_IL16,T cells,A6,13,A6.13
M15.34,KIAA0256,1784333,M15.34_KIAA0256,T cells,A6,13,A6.13
M15.34,LOC648176,1693293,M15.34_LOC648176,T cells,A6,13,A6.13
M15.34,NXF1,2358652,M15.34_NXF1,T cells,A6,13,A6.13
M15.34,PEX19,1658759,M15.34_PEX19,T cells,A6,13,A6.13
M15.34,PMM2,1785336,M15.34_PMM2,T cells,A6,13,A6.13
M15.34,POLDIP3,1688000,M15.34_POLDIP3,T cells,A6,13,A6.13
M15.34,PTPRA,1762766,M15.34_PTPRA,T cells,A6,13,A6.13
M15.34,RASGRP2,2375319,M15.34_RASGRP2,T cells,A6,13,A6.13
M15.34,SON,1663090,M15.34_SON,T cells,A6,13,A6.13
M15.34,STIP1,1789510,M15.34_STIP1,T cells,A6,13,A6.13
M15.34,STK11IP,1690085,M15.34_STK11IP,T cells,A6,13,A6.13
M15.34,SYS1,1756590,M15.34_SYS1,T cells,A6,13,A6.13
M15.34,TMEM80,1689868,M15.34_TMEM80,T cells,A6,13,A6.13
M15.34,TRAPPC2,1673275,M15.34_TRAPPC2,T cells,A6,13,A6.13
M15.34,UVRAG,1761069,M15.34_UVRAG,T cells,A6,13,A6.13
M15.34,VPS33B,1789243,M15.34_VPS33B,T cells,A6,13,A6.13
M15.34,YTHDF1,1753885,M15.34_YTHDF1,T cells,A6,13,A6.13
M15.34,ZFP91,1665423,M15.34_ZFP91,T cells,A6,13,A6.13
M15.35,AIF1,1792473,M15.35_AIF1,Neutrophils,A33,11,A33.11
M15.35,ARHGDIB,1678143,M15.35_ARHGDIB,Neutrophils,A33,11,A33.11
M15.35,ARPC5,1768394,M15.35_ARPC5,Neutrophils,A33,11,A33.11
M15.35,C10ORF58,2118472,M15.35_C10ORF58,Neutrophils,A33,11,A33.11
M15.35,CAP1,1797604,M15.35_CAP1,Neutrophils,A33,11,A33.11
M15.35,CD97,1673363,M15.35_CD97,Neutrophils,A33,11,A33.11
M15.35,FGD3,1772686,M15.35_FGD3,Neutrophils,A33,11,A33.11
M15.35,GMFG,1711617,M15.35_GMFG,Neutrophils,A33,11,A33.11
M15.35,HLA-A,2203950,M15.35_HLA-A,Neutrophils,A33,11,A33.11
M15.35,HLA-B,1778401,M15.35_HLA-B,Neutrophils,A33,11,A33.11
M15.35,HLA-E,1765258,M15.35_HLA-E,Neutrophils,A33,11,A33.11
M15.35,IRF1,1708375,M15.35_IRF1,Neutrophils,A33,11,A33.11
M15.35,ITGB2,1654396,M15.35_ITGB2,Neutrophils,A33,11,A33.11
M15.35,KPNB1,1703949,M15.35_KPNB1,Neutrophils,A33,11,A33.11
M15.35,LAPTM5,1772359,M15.35_LAPTM5,Neutrophils,A33,11,A33.11
M15.35,LCP1,1662932,M15.35_LCP1,Neutrophils,A33,11,A33.11
M15.35,MCL1,1803988,M15.35_MCL1,Neutrophils,A33,11,A33.11
M15.35,MSN,1659895,M15.35_MSN,Neutrophils,A33,11,A33.11
M15.35,MYH9,1722872,M15.35_MYH9,Neutrophils,A33,11,A33.11
M15.35,NFKBIA,1773154,M15.35_NFKBIA,Neutrophils,A33,11,A33.11
M15.35,PPT1,1669273,M15.35_PPT1,Neutrophils,A33,11,A33.11
M15.35,PRKCB1,1806908,M15.35_PRKCB1,Neutrophils,A33,11,A33.11
M15.35,PRR13,2344204,M15.35_PRR13,Neutrophils,A33,11,A33.11
M15.35,PSAP,1749109,M15.35_PSAP,Neutrophils,A33,11,A33.11
M15.35,PTP4A2,2338997,M15.35_PTP4A2,Neutrophils,A33,11,A33.11
M15.35,RAC2,1709795,M15.35_RAC2,Neutrophils,A33,11,A33.11
M15.35,RHOG,1739792,M15.35_RHOG,Neutrophils,A33,11,A33.11
M15.35,STK4,1711383,M15.35_STK4,Neutrophils,A33,11,A33.11
M15.35,TEGT,1693311,M15.35_TEGT,Neutrophils,A33,11,A33.11
M15.35,TUBA1A,2148819,M15.35_TUBA1A,Neutrophils,A33,11,A33.11
M15.35,TXNIP,1697448,M15.35_TXNIP,Neutrophils,A33,11,A33.11
M15.35,VIM,2058251,M15.35_VIM,Neutrophils,A33,11,A33.11
M15.35,XPNPEP3,2054928,M15.35_XPNPEP3,Neutrophils,A33,11,A33.11
M15.36,ACLY,1749014,M15.36_ACLY,Protein modification,A26,3,A26.3
M15.36,AMY1C,1663313,M15.36_AMY1C,Protein modification,A26,3,A26.3
M15.36,ARL8B,1752837,M15.36_ARL8B,Protein modification,A26,3,A26.3
M15.36,B4GALT4,1661500,M15.36_B4GALT4,Protein modification,A26,3,A26.3
M15.36,C14ORF108,1741331,M15.36_C14ORF108,Protein modification,A26,3,A26.3
M15.36,C4ORF32,1700257,M15.36_C4ORF32,Protein modification,A26,3,A26.3
M15.36,CBX1,1770244,M15.36_CBX1,Protein modification,A26,3,A26.3
M15.36,CBX3,1790625,M15.36_CBX3,Protein modification,A26,3,A26.3
M15.36,CCNH,1742250,M15.36_CCNH,Protein modification,A26,3,A26.3
M15.36,COPS5,1736002,M15.36_COPS5,Protein modification,A26,3,A26.3
M15.36,DPM1,1658992,M15.36_DPM1,Protein modification,A26,3,A26.3
M15.36,DYNLRB1,1766762,M15.36_DYNLRB1,Protein modification,A26,3,A26.3
M15.36,EIF4H,1776021,M15.36_EIF4H,Protein modification,A26,3,A26.3
M15.36,FAM105B,1790062,M15.36_FAM105B,Protein modification,A26,3,A26.3
M15.36,GPAA1,1769702,M15.36_GPAA1,Protein modification,A26,3,A26.3
M15.36,GPR65,1734740,M15.36_GPR65,Protein modification,A26,3,A26.3
M15.36,GTF2E2,1664931,M15.36_GTF2E2,Protein modification,A26,3,A26.3
M15.36,ING1,1662243,M15.36_ING1,Protein modification,A26,3,A26.3
M15.36,LOC642197,1815303,M15.36_LOC642197,Protein modification,A26,3,A26.3
M15.36,LOC653972,1697665,M15.36_LOC653972,Protein modification,A26,3,A26.3
M15.36,LXN,1723962,M15.36_LXN,Protein modification,A26,3,A26.3
M15.36,MAPK6,1757287,M15.36_MAPK6,Protein modification,A26,3,A26.3
M15.36,PGAM4,1706841,M15.36_PGAM4,Protein modification,A26,3,A26.3
M15.36,PRKAG1,1751984,M15.36_PRKAG1,Protein modification,A26,3,A26.3
M15.36,RTCD1,1808305,M15.36_RTCD1,Protein modification,A26,3,A26.3
M15.36,SCD,1689329,M15.36_SCD,Protein modification,A26,3,A26.3
M15.36,STAM,1765409,M15.36_STAM,Protein modification,A26,3,A26.3
M15.36,TADA3L,1792176,M15.36_TADA3L,Protein modification,A26,3,A26.3
M15.36,TRIP4,1661173,M15.36_TRIP4,Protein modification,A26,3,A26.3
M15.36,VPS26A,2344850,M15.36_VPS26A,Protein modification,A26,3,A26.3
M15.36,WRB,2085922,M15.36_WRB,Protein modification,A26,3,A26.3
M15.36,YARS2,1782635,M15.36_YARS2,Protein modification,A26,3,A26.3
M15.36,ZNF207,1670895,M15.36_ZNF207,Protein modification,A26,3,A26.3
M15.36,ZNF410,1773247,M15.36_ZNF410,Protein modification,A26,3,A26.3
M15.37,ALDOA,1736700,M15.37_ALDOA,Inflammation,A35,4,A35.4
M15.37,BICD2,2380418,M15.37_BICD2,Inflammation,A35,4,A35.4
M15.37,CD151,2326713,M15.37_CD151,Inflammation,A35,4,A35.4
M15.37,CLEC12A,2292178,M15.37_CLEC12A,Inflammation,A35,4,A35.4
M15.37,FAM129A,1810725,M15.37_FAM129A,Inflammation,A35,4,A35.4
M15.37,FERMT3,2366330,M15.37_FERMT3,Inflammation,A35,4,A35.4
M15.37,FPR2,1740875,M15.37_FPR2,Inflammation,A35,4,A35.4
M15.37,FTHL2,1746525,M15.37_FTHL2,Inflammation,A35,4,A35.4
M15.37,GNG10,1757074,M15.37_GNG10,Inflammation,A35,4,A35.4
M15.37,GPSM3,1662799,M15.37_GPSM3,Inflammation,A35,4,A35.4
M15.37,HIST1H2AC,1792689,M15.37_HIST1H2AC,Inflammation,A35,4,A35.4
M15.37,HSD17B11,1735367,M15.37_HSD17B11,Inflammation,A35,4,A35.4
M15.37,IL1B,1775501,M15.37_IL1B,Inflammation,A35,4,A35.4
M15.37,LAT2,1803560,M15.37_LAT2,Inflammation,A35,4,A35.4
M15.37,LOC440093,1769705,M15.37_LOC440093,Inflammation,A35,4,A35.4
M15.37,LRCH4,1654518,M15.37_LRCH4,Inflammation,A35,4,A35.4
M15.37,MX2,2231928,M15.37_MX2,Inflammation,A35,4,A35.4
M15.37,NCF2,1796642,M15.37_NCF2,Inflammation,A35,4,A35.4
M15.37,NDUFB3,2119945,M15.37_NDUFB3,Inflammation,A35,4,A35.4
M15.37,NT5C2,1682165,M15.37_NT5C2,Inflammation,A35,4,A35.4
M15.37,RHBDF2,1691717,M15.37_RHBDF2,Inflammation,A35,4,A35.4
M15.37,RTN3,2320906,M15.37_RTN3,Inflammation,A35,4,A35.4
M15.37,SERPINB1,1679133,M15.37_SERPINB1,Inflammation,A35,4,A35.4
M15.37,SH3GLB1,1766045,M15.37_SH3GLB1,Inflammation,A35,4,A35.4
M15.37,SLC16A3,2364022,M15.37_SLC16A3,Inflammation,A35,4,A35.4
M15.37,SOD2,2406501,M15.37_SOD2,Inflammation,A35,4,A35.4
M15.37,STXBP2,2159453,M15.37_STXBP2,Inflammation,A35,4,A35.4
M15.37,TMEM154,1683494,M15.37_TMEM154,Inflammation,A35,4,A35.4
M15.37,TNFSF10,1801307,M15.37_TNFSF10,Inflammation,A35,4,A35.4
M15.37,TSPO,2260991,M15.37_TSPO,Inflammation,A35,4,A35.4
